"x","y","group"
421.6,568,"control"
440.1,536.7,"control"
434.8,571.7,"control"
429.5,543.3,"control"
366.7,589.4,"control"
417.4,554.5,"control"
434,536.6,"control"
412,558.4,"control"
442.9,549.1,"control"
409.8,551.8,"control"
432.1,553.1,"control"
425.1,564.5,"control"
410.8,550.2,"control"
398.8,567.4,"control"
367,561,"control"
433.8,551.4,"control"
423.4,543.4,"control"
425.9,568.7,"control"
384.3,587.5,"control"
424.7,564.7,"control"
425,571.5,"control"
426.5,552,"control"
440.4,562.9,"control"
415.6,563.7,"control"
425.9,563.7,"control"
432.5,564.1,"control"
431,574,"control"
431.1,581.1,"control"
440.2,558.9,"control"
434.5,567.8,"control"
424.5,564.8,"control"
417.6,561.6,"control"
426.7,566.4,"control"
436.2,555,"control"
412.7,551.7,"control"
427.2,541.8,"control"
419.9,586.4,"control"
426.2,535.2,"control"
427.5,576.5,"control"
415.2,518.3,"control"
417.2,562.4,"control"
416.5,603.5,"control"
432.5,569.7,"control"
410.7,550.9,"control"
434.8,550,"control"
440.5,557.4,"control"
392.6,564.1,"control"
416.1,556.5,"control"
428.8,515,"control"
427.6,513.7,"control"
431.5,555.7,"control"
434.6,563.8,"control"
422.6,572.6,"control"
394.1,563.9,"control"
439.5,558,"control"
435.4,568.4,"control"
404.9,516,"control"
426.8,565,"control"
426.6,559.3,"control"
427.9,534.8,"control"
425.7,534.4,"control"
426.3,516.2,"control"
437.9,539.3,"control"
439.8,554.3,"control"
427.2,545.3,"control"
430.1,515.4,"control"
426,581.1,"control"
433.2,552.6,"control"
419.6,569,"control"
381.7,567.8,"control"
405.5,558.5,"control"
393.4,633.7,"control"
435.1,568.3,"control"
440.6,553,"control"
424.3,529.7,"control"
428.8,563.6,"control"
430.7,513.4,"control"
418.7,564.7,"control"
429.3,591,"control"
430,514.3,"control"
425,564,"control"
441.4,557.2,"control"
425.5,565,"control"
424.7,530,"control"
428.8,543,"control"
430.7,580.7,"control"
419.8,567.1,"control"
427.7,586.9,"control"
446,539.2,"control"
438.2,565,"control"
423.7,572.8,"control"
428.8,532.7,"control"
431.8,535.6,"control"
417.1,551.3,"control"
425.4,581.5,"control"
393.2,564.7,"control"
424.8,533.2,"control"
379.4,564.9,"control"
423.5,564.4,"control"
438.2,553.8,"control"
439.6,546.9,"control"
426.9,567.3,"control"
426.4,581.9,"control"
434.4,568.1,"control"
428.7,586.2,"control"
436.3,567.4,"control"
419,541.9,"control"
414.2,552.8,"control"
429.8,566.3,"control"
421.4,563.7,"control"
426.4,568.9,"control"
425.4,563.2,"control"
436.2,567,"control"
417.8,561.8,"control"
428.3,526.6,"control"
427.9,544.7,"control"
429.7,534.3,"control"
439.8,557,"control"
426.5,514.3,"control"
436,570.6,"control"
429.4,562.3,"control"
391.8,537.7,"control"
426.4,552,"control"
437.8,552,"control"
427,570.6,"control"
421.6,567.4,"control"
427.6,566.6,"control"
424.2,567.5,"control"
395.2,547.9,"control"
424.8,533.2,"control"
428,587.3,"control"
401.3,589.7,"control"
442.8,539.2,"control"
426.9,569.2,"control"
426,534.7,"control"
420.8,528.7,"control"
426.1,562.6,"control"
405.9,603.3,"control"
426,543.3,"control"
426.9,577.3,"control"
428.7,563.2,"control"
440.2,554.5,"control"
433.2,562,"control"
418.5,563.3,"control"
417.9,567.6,"control"
409,563.5,"control"
429,560.6,"control"
419.5,612.3,"control"
439.6,546.9,"control"
416.9,566.4,"control"
415,558.6,"control"
417.7,612.8,"control"
427.1,564,"control"
410.4,551.7,"control"
431,562.9,"control"
442.8,540.6,"control"
433,563.8,"control"
430.7,564.7,"control"
409.4,551.4,"control"
435.7,572.2,"control"
418.2,600,"control"
434.5,561.7,"control"
431.3,533.9,"control"
428.2,528.7,"control"
432.6,564.9,"control"
427.3,566,"control"
412.5,551.9,"control"
400,652.6,"control"
429.9,557.7,"control"
426.2,563.3,"control"
436.7,567.6,"control"
427.4,596,"control"
408.4,563.9,"control"
434.1,567.7,"control"
438,535.7,"control"
422.5,552.3,"control"
423.5,563.7,"control"
410.8,551.1,"control"
425.1,566.9,"control"
384.7,565.7,"control"
426.6,570.6,"control"
423.9,564.1,"control"
420.4,601.1,"control"
408.1,618.2,"control"
405.4,572.8,"control"
442.3,549,"control"
428.3,514.2,"control"
434.2,573.2,"control"
431.3,568.9,"control"
424.9,564.4,"control"
426.9,563.9,"control"
434.5,559.5,"control"
416.8,528.9,"control"
411.9,634.8,"control"
407.7,537.2,"control"
410.1,551.4,"control"
425,550.1,"control"
418.8,583.7,"control"
427.1,555.8,"control"
435.1,569.7,"control"
432.2,566.4,"control"
435.1,559.1,"control"
427.2,577.8,"control"
419.4,585.3,"control"
411.6,558.1,"control"
438.1,565.5,"control"
424.1,539.4,"control"
437.8,555.3,"control"
376.5,569.1,"control"
434.9,568,"control"
423.7,572.8,"control"
423.7,564.6,"control"
432.4,549.8,"control"
430.3,531.3,"control"
419,564.6,"control"
415.3,570.5,"control"
425,565.6,"control"
440.1,563.4,"control"
436.5,569.5,"control"
420,561.9,"control"
430.1,581.5,"control"
435.1,572.7,"control"
424.5,540.3,"control"
439.9,556.9,"control"
439.7,554.9,"control"
428.1,536.8,"control"
436.3,568.4,"control"
429.1,567,"control"
399,628,"control"
415.7,558.1,"control"
390.8,584.4,"control"
393.5,630.4,"control"
425.3,562,"control"
393.3,564.4,"control"
428.6,534.6,"control"
435.9,568.3,"control"
433.2,531.6,"control"
424.3,529.6,"control"
434.7,572.5,"control"
435,572.4,"control"
421.1,550.6,"control"
435.5,572,"control"
394.2,564,"control"
428.9,562,"control"
425.1,545.1,"control"
413.6,516.6,"control"
422.9,575.1,"control"
406.4,562.7,"control"
422.1,568.1,"control"
430.5,558.6,"control"
437.6,538.7,"control"
435.8,568.7,"control"
439.6,556.1,"control"
439.7,557,"control"
425,571.5,"control"
428.1,553.1,"control"
427.3,541.8,"control"
399.2,539.3,"control"
426.9,562.2,"control"
436.1,559.4,"control"
422.2,632.2,"control"
421.9,568,"control"
434.2,567.9,"control"
430.8,564.1,"control"
430.4,568.1,"control"
429,581,"control"
442.8,543.6,"control"
430.1,513.4,"control"
432.1,556.5,"control"
422.1,567.2,"control"
428.8,514.5,"control"
418.8,532.4,"control"
429.2,516.5,"control"
411.4,550.2,"control"
423.2,611,"control"
427.4,542.5,"control"
439.2,555.4,"control"
419.7,553.1,"control"
418.4,547.4,"control"
423,563.8,"control"
428.7,514.7,"control"
432,563.6,"control"
417.6,565.1,"control"
418.9,548.4,"control"
410.5,551.2,"control"
417.8,561.6,"control"
424.2,564.3,"control"
425.4,585.4,"control"
435.1,572.8,"control"
441.4,540.2,"control"
388.1,538.1,"control"
431.9,567.6,"control"
416.4,547.2,"control"
425.1,562.3,"control"
434.7,559.2,"control"
428.3,523.8,"control"
436.6,566.8,"control"
435.5,559.4,"control"
439.6,552.8,"control"
402.5,536.9,"control"
413,601.2,"control"
378.8,563.9,"control"
433.8,563.6,"control"
420,585.9,"control"
436.8,545.6,"control"
409.9,553.1,"control"
437.1,559.2,"control"
412.6,526.1,"control"
426.3,587.8,"control"
422.3,569,"control"
403.3,606.4,"control"
428.8,553.6,"control"
417.6,562.8,"control"
424.1,525.7,"control"
417.4,605.4,"control"
420.9,561.2,"control"
426.5,564.2,"control"
417.6,526.3,"control"
430,556.3,"control"
429,515.7,"control"
421.4,561.1,"control"
427.1,561,"control"
424.8,619.8,"control"
440.1,552.1,"control"
436.9,565.7,"control"
423,563.1,"control"
440.6,557.5,"control"
430.1,557.6,"control"
401.4,616.2,"control"
414.8,596.4,"control"
423.5,526.2,"control"
425,567.7,"control"
416.2,572.8,"control"
426.9,574,"control"
422.5,564.6,"control"
427.9,556,"control"
427.9,571.1,"control"
435.5,569.1,"control"
429.5,562.9,"control"
419.9,586.3,"control"
440.5,561.9,"control"
426.5,604.5,"control"
392.8,580.1,"control"
425.2,582.2,"control"
417.6,562.5,"control"
391.8,571.5,"control"
399.7,653.4,"control"
426.1,560.3,"control"
432.6,553.3,"control"
419.6,552,"control"
398.8,564.7,"control"
420.7,566.6,"control"
426.1,581.8,"control"
425.9,573.6,"control"
422.8,525.9,"control"
442.5,541.4,"control"
383.9,556.9,"control"
431,534.5,"control"
429.4,564.5,"control"
436,552.7,"control"
424.5,564.4,"control"
427.4,587.5,"control"
425.1,567.2,"control"
440.4,555.5,"control"
426.6,555.7,"control"
433.5,572.8,"control"
400.5,651.4,"control"
413.6,518.4,"control"
435,564.8,"control"
420.5,552.1,"control"
429,532.5,"control"
400,538.8,"control"
398.6,564.6,"control"
431.9,551.9,"control"
399.9,652.7,"control"
429.2,593.3,"control"
422,563.7,"control"
427,583,"control"
419.3,552.8,"control"
425.6,559.3,"control"
432.7,552.7,"control"
425.7,581.5,"control"
444.3,540.8,"control"
431.5,556.1,"control"
426.4,564.3,"control"
439.4,557.7,"control"
427.6,561.6,"control"
428.8,512.9,"control"
420.9,566.5,"control"
433.5,562.2,"control"
432.2,567.7,"control"
424.3,529.7,"control"
436.7,566.6,"control"
439.7,541,"control"
423.9,572.4,"control"
419.1,564.9,"control"
428.9,515.2,"control"
424.9,564.2,"control"
436.6,564.5,"control"
421.4,542.3,"control"
431,556.5,"control"
435.7,572,"control"
439.2,557.7,"control"
433.5,573,"control"
401.6,561.5,"control"
428.1,587.6,"control"
418.9,554.8,"control"
436.7,565.8,"control"
413,605.1,"control"
429.3,558.5,"control"
383.8,553.8,"control"
443.4,540,"control"
417,559.6,"control"
427.6,578.5,"control"
427.6,582.9,"control"
428.2,514.3,"control"
392,570.2,"control"
393.6,563.9,"control"
425.6,585.1,"control"
427,515.8,"control"
417.7,568.9,"control"
441.2,553.7,"control"
399.3,652.3,"control"
439.8,556.8,"control"
435.9,566.5,"control"
439.6,564.3,"control"
422.7,563.9,"control"
424.9,566.8,"control"
426.5,604.5,"control"
416.3,547.7,"control"
385.6,578.3,"control"
432.9,567.8,"control"
434.5,568.6,"control"
433.6,569.4,"control"
429,515.3,"control"
444.1,540.8,"control"
427.8,525.1,"control"
427,587,"control"
425.3,533.6,"control"
438.1,553.9,"control"
425.2,561.9,"control"
433.7,539.9,"control"
420,586.4,"control"
431,551.1,"control"
414.1,564,"control"
434.4,568.5,"control"
425.1,564.4,"control"
413.1,551.8,"control"
399,582,"control"
428.1,583,"control"
430.7,543.4,"control"
418.3,566.6,"control"
398.6,513.9,"control"
427,575.5,"control"
431.7,574.3,"control"
418.6,526.8,"control"
424.2,546.9,"control"
442,539.7,"control"
422.8,567.4,"control"
426.9,577.5,"control"
429.5,558.1,"control"
428.6,525.6,"control"
425.5,533.7,"control"
421.1,561.4,"control"
393.5,604.6,"control"
439.3,558.5,"control"
405,516.3,"control"
438.2,547.4,"control"
440.3,555.1,"control"
435,568.3,"control"
385.6,539.6,"control"
414.2,558.9,"control"
419.4,553.1,"control"
429.6,570,"control"
436.7,568.1,"control"
426.2,569,"control"
399.3,652.3,"control"
432.8,565.2,"control"
422.6,568.5,"control"
427.1,542.5,"control"
396.4,606.8,"control"
426.4,582,"control"
427.4,578.2,"control"
429.6,532.1,"control"
429.8,567.5,"control"
429.4,581.4,"control"
440,555.2,"control"
393.8,563.5,"control"
441.9,549.5,"control"
438.3,558.5,"control"
419.3,534.3,"control"
412.2,549.8,"control"
392.2,564.5,"control"
440.6,556.2,"control"
390.9,570.7,"control"
439.5,558.7,"control"
421.4,566.4,"control"
394,564,"control"
437.6,564.6,"control"
425.2,553.1,"control"
425.4,567.9,"control"
440.3,555.7,"control"
427.7,551.9,"control"
431.8,568.1,"control"
439.3,554.4,"control"
441.7,541.6,"control"
426.3,542,"control"
432.8,563.3,"control"
432.7,572.1,"control"
435.1,561.8,"control"
434.8,547.7,"control"
436,556.8,"control"
410.5,555.4,"control"
426.2,587.7,"control"
410.5,526.6,"control"
425.2,562.3,"control"
429.7,560.6,"control"
431.5,555.6,"control"
418.1,562.4,"control"
409.7,551.9,"control"
423.6,543.2,"control"
435.8,566.8,"control"
443.7,543.6,"control"
430.6,573.9,"control"
427,585.5,"control"
437.9,552.7,"control"
425.7,568.5,"control"
430,515.3,"control"
434.1,549.9,"control"
426.5,604.5,"control"
381,579.4,"control"
435.7,568.2,"control"
413.3,601.9,"control"
423.2,622.6,"control"
416.7,547.4,"control"
446.3,538.9,"control"
436,554.8,"control"
422.7,552,"control"
409.1,563.2,"control"
431.9,550.4,"control"
436.4,567,"control"
420,586,"control"
436,531.7,"control"
434.1,563.5,"control"
431.6,556.7,"control"
421.5,631.7,"control"
430,579.5,"control"
442.4,541.1,"control"
436.1,564.6,"control"
430.3,570.4,"control"
415.9,533.4,"control"
427.7,564.1,"control"
417.6,566.3,"control"
421.4,566.2,"control"
426,550.4,"control"
437,534.1,"control"
434.2,516.9,"control"
417.9,613.7,"control"
419.7,567.1,"control"
412,539,"control"
424.8,564.3,"control"
424.6,563.9,"control"
428.2,571.5,"control"
415,558.5,"control"
428.2,574.2,"control"
414.8,586.1,"control"
429.9,557.9,"control"
425.7,560.3,"control"
435.3,559.4,"control"
427.7,558.5,"control"
440.2,556.4,"control"
425.2,564,"control"
404.1,601.2,"control"
434.9,569.7,"control"
426.2,525.1,"control"
425.4,568.5,"control"
411.4,568.5,"control"
425.9,566.1,"control"
442.7,541.5,"control"
425.6,563,"control"
421.2,550.9,"control"
435.3,556.7,"control"
432.1,549.6,"control"
409.9,562.5,"control"
425,532,"control"
430.9,571.1,"control"
442.6,543.9,"control"
418.9,564.3,"control"
424.4,564.1,"control"
430.9,565.3,"control"
418.9,567.2,"control"
420.6,565.8,"control"
438.1,552.7,"control"
436.3,567.5,"control"
404.3,515.7,"control"
439.2,564.6,"control"
429.6,555.1,"control"
441.8,543.3,"control"
409,549.5,"control"
427.6,565,"control"
417.7,525.9,"control"
440.7,554.6,"control"
423.8,564.1,"control"
430.7,544,"control"
440.7,538.4,"control"
387,567.9,"control"
400.5,651.7,"control"
435.9,570.4,"control"
440.5,562,"control"
420.4,559.2,"control"
426.8,561.2,"control"
440.3,557,"control"
437.3,555.1,"control"
408.5,563.8,"control"
443.7,541.4,"control"
437.7,552.5,"control"
427.2,582.6,"control"
419.3,560.4,"control"
432.5,564.5,"control"
438.8,547,"control"
431.5,516.2,"control"
424,580.2,"control"
427.7,568.8,"control"
427.5,542.6,"control"
427,572,"control"
419.1,566.1,"control"
437.3,556.6,"control"
433.9,567.3,"control"
429.5,566.6,"control"
432.6,565.3,"control"
431.5,557.8,"control"
419.4,552.9,"control"
393.4,564.2,"control"
440.6,562.5,"control"
428.9,563.7,"control"
419.9,585.7,"control"
435.8,559.3,"control"
424.7,564.1,"control"
426,585.6,"control"
432.3,567.9,"control"
428.3,514.2,"control"
396.7,523.7,"control"
430,561.3,"control"
437.4,566.4,"control"
425.6,581.6,"control"
427.6,565.8,"control"
430.7,513.5,"control"
431.5,568.9,"control"
423.7,567.8,"control"
435.3,568.4,"control"
439.1,541.2,"control"
403,573,"control"
410,562.4,"control"
414.2,562.2,"control"
427.6,524.6,"control"
424.9,562.8,"control"
427.4,578.2,"control"
430.9,557.5,"control"
442.9,540.7,"control"
425.3,534.8,"control"
424.9,564.2,"control"
436.5,556,"control"
434.9,559.4,"control"
434.2,571.9,"control"
440.2,557.2,"control"
416.3,556.6,"control"
423.1,568.3,"control"
440.3,552.7,"control"
442.9,548.5,"control"
405.5,601.6,"control"
420.3,567.4,"control"
421.2,631.5,"control"
414.2,520.7,"control"
423.7,563.1,"control"
434.7,559,"control"
434.6,563.5,"control"
436.7,563,"control"
418,562.5,"control"
423.4,563.7,"control"
370.7,564,"control"
427.7,542.7,"control"
388.6,595.2,"control"
433,563.3,"control"
393.4,564.3,"control"
422.6,587.7,"control"
438.2,559.2,"control"
440.3,558.6,"control"
424.8,564.8,"control"
412.6,551.8,"control"
415.3,535,"control"
428.8,556.4,"control"
426.6,558.4,"control"
423.3,622.3,"control"
426.6,544.4,"control"
424.8,563.9,"control"
430,557.5,"control"
443.9,541.2,"control"
376.9,567.2,"control"
414.7,531.2,"control"
407.5,561.3,"control"
426.1,567.2,"control"
432.7,569.6,"control"
425.3,553.2,"control"
427.2,569.4,"control"
428.5,532.5,"control"
430.2,558.2,"control"
437.3,565.6,"control"
410.4,619.5,"control"
387.7,575.1,"control"
426.1,563.4,"control"
418.3,564.8,"control"
435.4,568.5,"control"
420.4,530.9,"control"
429.9,565.8,"control"
438.4,539.4,"control"
422.7,562.3,"control"
409.9,562.7,"control"
439.8,558.8,"control"
425.5,563,"control"
424.3,565.4,"control"
434.4,564.8,"control"
435.6,556.9,"control"
432.6,572.2,"control"
428,513.8,"control"
413.8,562.1,"control"
423.8,567.7,"control"
435.5,567.8,"control"
440.6,554.9,"control"
430.1,566.9,"control"
412.8,557.6,"control"
416.9,562.2,"control"
440.3,555.2,"control"
436.2,539.7,"control"
436.4,553.4,"control"
433.1,563.3,"control"
430.6,580.4,"control"
424.4,570.1,"control"
437.8,539.1,"control"
425.2,562,"control"
416.3,532.8,"control"
417.3,551.5,"control"
422.1,564.1,"control"
418,543.5,"control"
429,515.3,"control"
385.8,578.8,"control"
427.2,541.3,"control"
427.7,525.2,"control"
378.9,565.4,"control"
426,525,"control"
421.6,580.6,"control"
440.3,556.9,"control"
440.4,556.6,"control"
417.5,564.9,"control"
427.4,541,"control"
422.9,564.4,"control"
415.2,564.4,"control"
422.1,563.4,"control"
420.2,535.1,"control"
409.9,551.8,"control"
436.3,566.6,"control"
437.3,543.1,"control"
437.4,545.8,"control"
430.9,570.3,"control"
425.9,559.5,"control"
426,574.2,"control"
422.5,579.4,"control"
414.1,631.2,"control"
432.6,563.3,"control"
426.2,569.1,"control"
428.6,516.6,"control"
438.9,556.2,"control"
420.7,560.8,"control"
427.2,558.9,"control"
425.1,568.7,"control"
435.6,557,"control"
392.1,605.7,"control"
436.8,566.2,"control"
421.3,579.4,"control"
436,553.4,"control"
425.5,582.1,"control"
432,514,"control"
426.1,571.8,"control"
400.4,651.5,"control"
424.4,564.7,"control"
422.2,567.5,"control"
420.7,585.3,"control"
370.5,563.6,"control"
418.3,623.3,"control"
393.4,563.7,"control"
425,568,"control"
400.7,651.3,"control"
439.6,557.8,"control"
436.2,539.7,"control"
440,559.8,"control"
427.6,551.6,"control"
426.2,540.9,"control"
442.1,539.8,"control"
429.7,564.8,"control"
428.7,514.3,"control"
442.7,538.8,"control"
440.2,557,"control"
435,561,"control"
431.5,556.5,"control"
427.7,571.8,"control"
432.9,553.7,"control"
431.4,568.6,"control"
430,530.6,"control"
425.1,564.5,"control"
429.5,515.5,"control"
426.6,568.7,"control"
425.9,576.5,"control"
428.2,574.2,"control"
436.2,555.1,"control"
424,567.7,"control"
407.9,578.2,"control"
439.8,559.6,"control"
430.5,538.5,"control"
422.9,563.3,"control"
425.1,567.4,"control"
425.3,562,"control"
435.7,568.7,"control"
426.5,604.5,"control"
435.1,571.7,"control"
401,519.7,"control"
393.5,563.8,"control"
433.9,537.9,"control"
426.7,537.6,"control"
431.7,581.6,"control"
434.5,561.7,"control"
390.1,537.9,"control"
442.2,539.9,"control"
409.1,563,"control"
413.7,526.9,"control"
424.9,562.5,"control"
425.9,543.6,"control"
428.2,565.5,"control"
424.3,569,"control"
428.6,516.5,"control"
419.3,565.4,"control"
441.5,540.6,"control"
409.4,607.1,"control"
431.8,567,"control"
426.8,564.5,"control"
428.9,586.7,"control"
425.3,584.3,"control"
409.4,551.9,"control"
425.6,568.6,"control"
421.3,569.2,"control"
427,596,"control"
424.8,564.4,"control"
423.4,571.2,"control"
436.1,564.7,"control"
438.5,558.8,"control"
422.4,565.4,"control"
426.9,535,"control"
412.7,524,"control"
427.7,525,"control"
431,579,"control"
425.9,565.4,"control"
428.9,558.3,"control"
419.8,586.3,"control"
404.8,645.8,"control"
443,544,"control"
432.4,565,"control"
432,523,"control"
429.8,567.7,"control"
426.2,576.7,"control"
434.5,512.4,"control"
427,516.2,"control"
412.5,538.5,"control"
423,561.9,"control"
428.4,587.3,"control"
430,556.1,"control"
430.6,564.2,"control"
424.7,564.3,"control"
426.1,550.4,"control"
423.1,568.1,"control"
425.1,599.4,"control"
432.1,553.9,"control"
432,511.3,"control"
434.8,563.8,"control"
432.1,563.2,"control"
417.7,562.2,"control"
430.8,580.5,"control"
426.4,564.8,"control"
426,525,"control"
425.4,584.1,"control"
432,571.2,"control"
421.5,566.9,"control"
438.6,552.5,"control"
392.7,563.8,"control"
432.4,566.4,"control"
409.8,568.3,"control"
441.8,543.4,"control"
436.5,563,"control"
419,550.9,"control"
424.8,553.1,"control"
429.5,543.5,"control"
429.4,514.3,"control"
417.1,518.1,"control"
429.1,581.5,"control"
421.3,531.2,"control"
425.4,585,"control"
432.8,563.3,"control"
426.3,552.1,"control"
431.1,534.3,"control"
425,571.9,"control"
420.2,561.3,"control"
440.4,553.1,"control"
414,559.2,"control"
417.9,562,"control"
429.2,513.9,"control"
437.9,539.3,"control"
427.5,550.8,"control"
420.2,527.9,"control"
426.1,543,"control"
443.3,539.9,"control"
438.3,554.8,"control"
390.2,592.4,"control"
426.2,516.3,"control"
426.1,581.5,"control"
393.4,563.8,"control"
427.1,515.1,"control"
434.7,547.3,"control"
425.7,563,"control"
430.4,575.3,"control"
435.1,567.9,"control"
420,586.2,"control"
431.4,568.4,"control"
393.5,563.8,"control"
428.9,562.1,"control"
437.6,543.3,"control"
428.7,514.7,"control"
410.1,555,"control"
426.4,567.7,"control"
439.5,556.8,"control"
424.6,563.9,"control"
440,556.7,"control"
422.4,515.4,"control"
426.8,570.5,"control"
399.7,652.8,"control"
441,552.9,"control"
431,588.2,"control"
431.9,567.4,"control"
415.6,564.6,"control"
437.6,556.8,"control"
437.2,555.1,"control"
426.9,577.4,"control"
425.6,582.1,"control"
441.6,543.5,"control"
427.5,587.7,"control"
408.4,563.8,"control"
428.5,532.6,"control"
431.2,568.4,"control"
431.9,566.7,"control"
431.5,581.3,"control"
428.2,565.6,"control"
435.3,567.8,"control"
434,567.1,"control"
428.4,581.7,"control"
424.7,530,"control"
432.8,568,"control"
422.8,564.3,"control"
434.6,572.9,"control"
428.1,525.4,"control"
435.5,568.5,"control"
425.7,577.2,"control"
422.9,567.7,"control"
425,568,"control"
419.5,586.6,"control"
425.7,576.8,"control"
420.5,561.1,"control"
435.5,570.5,"control"
436.7,561.3,"control"
409.5,562.7,"control"
424.9,566.5,"control"
438.2,552,"control"
419.6,560,"control"
428.2,561,"control"
435.9,559,"control"
421.5,517.3,"control"
428.6,517,"control"
440.1,554.3,"control"
389.8,590.9,"control"
399.1,539.3,"control"
432.8,569.7,"control"
410.9,550.9,"control"
438.2,539.2,"control"
438.7,553,"control"
434.4,561.9,"control"
431,587.7,"control"
419.7,553.1,"control"
420.2,584.9,"control"
408.3,510.3,"control"
418.7,566,"control"
424.9,576.9,"control"
425.7,533.9,"control"
433.3,566.5,"control"
408.9,597.8,"control"
399.7,652.8,"control"
422.4,565.6,"control"
412.3,578,"control"
422.3,596.1,"control"
368.4,558.3,"control"
408.5,563.9,"control"
422.8,561.6,"control"
427.8,566.8,"control"
431.4,516.9,"control"
427.3,587.4,"control"
433,562.7,"control"
442.4,541.4,"control"
416,604.9,"control"
426.1,568.3,"control"
426.9,556,"control"
438.9,564.4,"control"
370.2,563.7,"control"
429.7,514.2,"control"
418.4,613.2,"control"
428.7,514.2,"control"
423,525.5,"control"
399.9,564.3,"control"
430.2,513.3,"control"
411.2,551.6,"control"
427,544.7,"control"
422.2,526.5,"control"
428.2,576.1,"control"
429.4,561.6,"control"
420.9,565,"control"
426.2,559.7,"control"
435,570.8,"control"
429.4,517.5,"control"
417.5,526.3,"control"
434.6,573.6,"control"
437.9,565.7,"control"
428.7,514.6,"control"
426.5,604.5,"control"
421.3,545,"control"
428.6,514.1,"control"
420.9,564.3,"control"
428.1,540.4,"control"
440.1,552.7,"control"
389.5,577.3,"control"
409,552.2,"control"
426.8,558.4,"control"
405.4,516.5,"control"
411.2,554.5,"control"
428.4,587.3,"control"
437.3,538.5,"control"
435.1,559.2,"control"
417.4,562.4,"control"
429.9,565.8,"control"
427.5,524.9,"control"
422.8,532,"control"
391.3,557.5,"control"
423,565,"control"
426.8,524.5,"control"
426,543.4,"control"
405.7,572.9,"control"
429.2,581.4,"control"
437,555,"control"
409.3,545.8,"control"
431.4,555.8,"control"
426.5,558.2,"control"
427.6,542.2,"control"
420.5,573.3,"control"
419.7,544,"control"
424.3,615.3,"control"
427,566.5,"control"
430.2,553,"control"
389.8,572.1,"control"
438.6,558.5,"control"
433.3,547.7,"control"
414,613,"control"
389.3,636.4,"control"
420.3,598.9,"control"
419.4,562.4,"control"
424.9,568.8,"control"
436.9,556.4,"control"
394.1,564.3,"control"
438,553.2,"control"
418.4,600.3,"control"
423.2,567.4,"control"
431.3,555.3,"control"
404.2,613.2,"control"
426.7,542.4,"control"
421,544.9,"control"
424.6,564.5,"control"
438.3,556.4,"control"
423.5,564.4,"control"
425.7,525.6,"control"
420.5,584.6,"control"
429.2,542.8,"control"
430.1,553.2,"control"
429.7,562.4,"control"
430,556.1,"control"
411.4,531.1,"control"
424,562,"control"
419.9,553.8,"control"
426.5,564.1,"control"
438.9,554.9,"control"
424.7,605.8,"control"
435,559.7,"control"
433.6,570,"control"
428.1,513.9,"control"
416.5,547.4,"control"
427.4,525.8,"control"
401.6,561,"control"
417.5,543.8,"control"
422.5,565.5,"control"
428.4,523.1,"control"
438.6,556.7,"control"
425.7,560.7,"control"
430,580.7,"control"
428.3,586.9,"control"
428.5,522.8,"control"
423.6,563.9,"control"
422.1,537.7,"control"
426.9,567.1,"control"
432.2,549.9,"control"
416.5,547.5,"control"
430.4,538.6,"control"
419.1,551.9,"control"
442.3,536.1,"control"
422.2,566.2,"control"
383.7,556.3,"control"
417.7,567.7,"control"
421.1,567.5,"control"
422.3,564.6,"control"
436.2,567.2,"control"
417.7,612.6,"control"
431.9,551.9,"control"
385.4,563.1,"control"
419.4,528.1,"control"
432,535.8,"control"
430.3,543.4,"control"
425.5,565.3,"control"
424.4,564.5,"control"
416.5,565.3,"control"
432.3,563,"control"
440,559.7,"control"
441.2,549.7,"control"
399.7,535,"control"
416.2,552,"control"
435.7,563,"control"
435.5,568.5,"control"
439.5,556.2,"control"
414.3,522.1,"control"
443,546.1,"control"
405.8,517.2,"control"
416.1,572.9,"control"
399,652.1,"control"
422.8,563.9,"control"
429.3,519.2,"control"
424.4,563.9,"control"
425.1,566.7,"control"
384.2,564.2,"control"
425.2,567.8,"control"
437.1,533.5,"control"
374.7,564,"control"
428.7,514.6,"control"
399.3,651.9,"control"
419.1,565.9,"control"
394,564,"control"
431.4,581.5,"control"
419.6,608.7,"control"
393.7,559.2,"control"
399,628,"control"
428.7,542.7,"control"
428.6,514.3,"control"
426.3,567.2,"control"
399.7,652.8,"control"
440.3,549.9,"control"
431.8,555.7,"control"
438.8,556.3,"control"
426.1,576.7,"control"
423,567.2,"control"
425.7,534.1,"control"
388.9,538.2,"control"
424.3,563.1,"control"
435,563.9,"control"
430.6,513,"control"
428.8,545,"control"
436.2,541.1,"control"
436,561.1,"control"
424.3,546.7,"control"
414.5,562.9,"control"
417.8,562.2,"control"
433.1,563.6,"control"
434.4,568.2,"control"
431,534.3,"control"
427.6,568.8,"control"
388.1,569.4,"control"
434.3,564.7,"control"
418.6,613.2,"control"
409.4,552.6,"control"
424.9,564.5,"control"
424.3,567.6,"control"
435.2,547.7,"control"
425.6,559.1,"control"
428.6,514.7,"control"
422.7,564.8,"control"
419.9,585.9,"control"
439.6,540.6,"control"
429.1,567.6,"control"
424.9,564.3,"control"
436.7,567.4,"control"
377.8,558.3,"control"
426.5,585.4,"control"
435.3,546.4,"control"
429.1,514.2,"control"
429.3,563.9,"control"
420.6,565.6,"control"
435.1,572.3,"control"
